,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,vehicle_type,violation_type,year
777,21-901.1(b),BROWN,No,No,LAUREL,No,FORD,CROWN VICTORIA,02 - Automobile,Warning,2004
778,21-707(a),SILVER,No,No,LAUREL,No,ACURA,TL,02 - Automobile,Warning,2014
779,21-801.1,"GREEN, DK",No,No,MONTGOMERY VILLAGE,No,ACURA,TL,02 - Automobile,Warning,2003
780,13-409(b),SILVER,No,No,MITCHELLVILLE,No,INFINITI,G35,02 - Automobile,Warning,2008
781,21-801.1,GRAY,No,No,DARNESTOWN,No,LEXUS,4S,02 - Automobile,Warning,2008
782,16-303(c),BLACK,No,No,GAITHERSBURG,No,HONDA,ACCORD,02 - Automobile,Citation,2008
783,21-801(b),BLACK,No,No,ROCKVILLE,No,LINCOLN,MKT,02 - Automobile,Citation,2011
784,21-801.1,BLACK,No,No,OWINGS,No,TOYT,CAMRY,02 - Automobile,Warning,2016
785,21-801.1,SILVER,No,No,SEAT PLEASANT,No,PORS,CN,02 - Automobile,Warning,2001
786,21-801.1,SILVER,No,No,BOYDS,No,BMW,X3,02 - Automobile,Warning,2017
787,21-801(b),BLACK,No,No,ROCKVILLE,No,MERCEDES,SUV,02 - Automobile,Citation,2018
788,21-309(b),BLUE,No,No,POTOMAC,No,FORD,FOCUS,02 - Automobile,Warning,2008
789,21-707(a),GRAY,No,No,CARY,No,HYUNDAI,TUCSON,02 - Automobile,Warning,2016
790,21-801.1,WHITE,No,No,HAGERSTOWN,No,CHEV,TK,02 - Automobile,Warning,2002
791,64*,BLACK,No,No,TEMPLE HILLS,No,BUIC,4S,02 - Automobile,ESERO,2004
792,21-801.1,GRAY,No,No,NEWELL,No,LEXUS,GX470,02 - Automobile,Warning,2007
793,21-801.1,BLACK,No,No,POTOMAC,No,LEXS,4S,02 - Automobile,Warning,2015
794,21-707(a),SILVER,No,No,SILVER SPRING,No,BMW,325 CI,02 - Automobile,Warning,2002
795,21-801.1,GRAY,No,No,GERMANTOWN,No,TOYOTA,PRIUS,02 - Automobile,Warning,2010
796,21-801.1,ORANGE,No,No,GERMANTOWN,No,CHEV,2 DOOR,02 - Automobile,Warning,2010
797,11-393.9,RED,No,No,MONTGOMERY VILLAGE,No,JEEP,WRANGLER,02 - Automobile,Warning,1995
798,21-801.1,BLACK,No,No,GERMANTOWN,No,CHEVY,TAHOE,02 - Automobile,Warning,2013
799,11-390.21,WHITE,No,Yes,HYATTSVILLE,No,FORD,TK,06 - Heavy Duty Truck,Warning,2006
800,21-801.1,"BLUE, LIGHT",No,No,BOYDS,No,MERCURY,VAN,02 - Automobile,Warning,1997
801,13-409(b),WHITE,No,No,ROCKVILLE,No,TOYOTA,CAMRY,02 - Automobile,Warning,2007
802,21-801.1,BLACK,No,No,GERMANTOWN,No,LEXUS,SUV,02 - Automobile,Warning,2004
803,21-309(b),BLACK,No,No,GAITHERSBURG,No,FORD,MUSTANG,02 - Automobile,Warning,1997
804,21-204(b),BLACK,No,No,POTOMAC,No,MERZ,CLK320,02 - Automobile,Warning,1998
805,21-801.1,SILVER,No,No,DERWOOD,No,HONDA,ACCORD,02 - Automobile,Warning,2014
806,22-226(a),GRAY,No,No,ROCKVILLE,No,MAZDA,3,02 - Automobile,Warning,2012
807,21-801.1,BLUE,No,No,GERMANTOWN,No,AUDI,4S,02 - Automobile,Warning,1999
808,21-801.1,GOLD,No,No,POOLESVILLE,No,TOYT,CAMRY 4S,02 - Automobile,Warning,2006
809,21-301(b),WHITE,No,No,ROCKVILLE,No,FORD,FOC 4S,02 - Automobile,Warning,2012
810,21-309(b),WHITE,No,No,FREDERICK,No,CHEVY,VAN,02 - Automobile,Warning,2007
811,16-301(j),SILVER,No,No,BOYDS,No,TOYOTA,CAMRY,02 - Automobile,Warning,2018
812,16-301(j),RED,No,No,MONTGOMERY VILLAGE,No,SUBARU,4S,02 - Automobile,Warning,2018
813,21-1003(q),WHITE,No,No,NA,No,ACURA,INTEGRA,02 - Automobile,Warning,1999
814,21-801.1,BLACK,No,No,OLNEY,No,NISSAN,ALTIMA,02 - Automobile,Warning,2013
815,21-707(a),SILVER,No,No,GERMANTOWN,No,HONDA,CRV,02 - Automobile,Warning,2008
816,21-801.1,SILVER,No,No,DAMASCUS,No,TOYOTA,COROLLA,02 - Automobile,Warning,2006
817,21-309(b),TAN,No,No,GERMANTOWN,No,FORD,F350,05 - Light Duty Truck,Warning,2003
818,61*,WHITE,No,No,DAMASCUS,No,FORD,BOX VAN,05 - Light Duty Truck,ESERO,2017
819,61,BLACK,No,No,GAITHERSBURG,No,BMW,750,02 - Automobile,ESERO,2009
820,56*,BLACK,No,No,GAITHERSBURG,No,HOND,2S,02 - Automobile,ESERO,1995
821,64*,SILVER,No,No,GAITHERSBURG,No,MITSUBISHI,GALANT,02 - Automobile,ESERO,2010
822,64*,SILVER,No,No,BOYDS,No,MAZDA,4S,02 - Automobile,ESERO,2005
823,64*,SILVER,No,No,GERMANTOWN,No,CHRYSLER,SEBRING,02 - Automobile,ESERO,2008
824,65*,WHITE,No,No,ROCKVILLE,No,TOYOTA,CAMRY,02 - Automobile,ESERO,1999
825,64*,GRAY,No,No,ROCKVILLE,No,TOYT,4S,02 - Automobile,ESERO,1998
826,64*,BLUE,No,No,HYATTSVILLE,No,CHEV,TRUCK,02 - Automobile,ESERO,1997
827,55*,BLUE,No,No,ROCKVILLE,No,FORD,EXPLORER,02 - Automobile,ESERO,2003
828,55*,SILVER,No,No,ROCKVILLE,No,TOYOTA,PRIUS,02 - Automobile,ESERO,2014
829,16-101(a1),"GREEN, LGT",No,No,FALLS CHURCH,No,HONDA,ODYSSEY,02 - Automobile,Citation,2005
830,21-801(b),BLACK,No,No,HEDGESVILLE,No,VOLKSWAGON,BEETLE,02 - Automobile,Warning,2015
831,22-219(a),RED,No,No,GAITHERSBURG,No,HYUNDAI,SONATA,02 - Automobile,Warning,2018
832,21-801.1,BLUE,No,No,GULFPORT,No,VOLK,ATLAS,02 - Automobile,Citation,2019
833,20-105(a),RED,No,No,WASHINTON,No,TOYOTA,CAMRY,02 - Automobile,Citation,2014
834,21-304(c),MAROON,No,No,CLARKSBURG,No,HONDA,ODYSSEY,02 - Automobile,Citation,2006
835,11-393.9,RED,Yes,No,ALEXANDRIA,No,PET,TT,20 - Commercial Rig,Warning,2018
836,21-405(b),"BLUE, DARK",Yes,No,NW WASHINTON,No,CHEVROLET,MALIBU,02 - Automobile,Citation,2005
837,16-303(h),GRAY,No,No,GAITHERSBURG,No,HOND,VN,02 - Automobile,Citation,2011
838,21-801.1,WHITE,No,No,BROOKEVILLE,No,HONDA,CRV,03 - Station Wagon,Warning,2011
839,13-703(g),TAN,No,No,MOUNT AIRY,No,BUIC,4S,02 - Automobile,Warning,2003
840,21-801.1,BLACK,No,No,MONTGOMERY VILLAGE,No,NISSAN,ROGUE,02 - Automobile,Citation,2019
841,22-203(b),BLUE,No,No,CLARKSBURG,No,HYUN,4S,02 - Automobile,Warning,2016
842,21-901.1(a),BLUE,No,No,AITHERSBURG,No,MERC,GRAND MARQUIS,02 - Automobile,Citation,2004
843,21-503(c),N/A,No,No,GAITHERSBURG,No,NONE,NONE,29 - Unknown,Warning,
844,22-226(a),BLACK,No,No,SILVER SPRING,No,NISSAN,ALTIMA,02 - Automobile,Warning,2011
845,23-104,SILVER,Yes,No,CLINTON,No,TOYOTA,TC,02 - Automobile,Warning,2007
846,21-801.1,"BLUE, DARK",No,No,GAMBRILLS,No,LEXUS,GS 350,02 - Automobile,Citation,2008
847,13-409(b),WHITE,No,No,ALEXANDRIA,No,VW,JETTA,02 - Automobile,Citation,2013
848,17-107(a1),WHITE,No,No,SILVER SPRING,No,CHEVY,VN,02 - Automobile,Citation,2004
849,13-411(c1),TAN,No,No,MONTGOMERY VILLAGE,No,MERCURY,TOWN CAR,02 - Automobile,Warning,2003
850,21-301(a),WHITE,No,No,SILVER SPRING,No,FORD,E350,02 - Automobile,Citation,2002
851,21-902(a1ii),WHITE,No,No,ROCKVILLE,No,DODGE,VAN,02 - Automobile,Citation,1999
852,21-201(a1),SILVER,No,No,LAUREL,No,GMC,TERRAIN,02 - Automobile,Citation,2019
853,21-201(a1),RED,No,No,SILVER SPRING,No,HONDA,FIT,02 - Automobile,Warning,2015
854,21-801.1,RED,No,No,GERMANTOWN,No,VOLK,JETTA,02 - Automobile,Citation,2019
855,16-301(e),BLACK,No,No,GAITHERSBURG,No,TOYT,CAMRY,02 - Automobile,Citation,2019
856,21-801(b),WHITE,No,No,SILVER SPRING,No,CHEVY,EXPRESS,02 - Automobile,Citation,2012
857,21-801.1,SILVER,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Warning,2007
858,21-801.1,WHITE,No,No,GERMANTOWN,No,VOLK,TOUAREG,02 - Automobile,Citation,2005
859,16-116(a),GRAY,No,No,ROCKVILLE,No,NISSAN,SUV,05 - Light Duty Truck,Warning,2018
860,16-112(e),GRAY,No,No,LAUREL,No,FORD,F150,05 - Light Duty Truck,Warning,2005
861,23-104,GOLD,No,No,GERMANTOWN,No,LEXUS,LX470,02 - Automobile,Warning,2000
862,21-801.1,BLACK,No,No,BETHESDA,No,ACURA,ILX,02 - Automobile,Citation,2018
863,17-104,WHITE,No,No,ASPEN HILL,No,CHEV,EXPRESS,02 - Automobile,Warning,2002
864,65*,SILVER,No,No,LAUREL,No,TOYOTA,YARIS,02 - Automobile,ESERO,2009
865,21-801.1,BLUE,No,No,POOLESVILLE,No,HOND,4S,02 - Automobile,Citation,2016
866,21-604(d),RED,No,No,SILVER SPRING,No,ACUR,INTEGRA,02 - Automobile,Citation,1994
867,21-801.1,"GREEN, DK",No,No,CHEVY CHASE,No,PORCHE,CARARA,02 - Automobile,Warning,2009
868,13-409(b),SILVER,No,No,SILVER SPRING,No,CHEVROLET,IMPALA,02 - Automobile,Warning,2004
869,21-309(b),WHITE,No,No,LANHAM,No,CHEVROLET,TRAIL BLAZER,02 - Automobile,Warning,2005
870,22-226(a),BLACK,No,No,BELTSVILLE,No,HONDA,ODYSSEY,02 - Automobile,Warning,2005
871,21-901.1(a),GREEN,No,No,ROCKVILLE,No,VOLKSWAGON,JETTA,02 - Automobile,Citation,2000
872,13-401(h),WHITE,No,No,ASPEN HILL,No,CHEV,EXPRESS,02 - Automobile,Warning,2002
873,16-303(h),WHITE,No,No,SILVER SPRING,No,ACURA,2S,02 - Automobile,Citation,1999
874,55*,GRAY,No,No,RIVERDALE,No,KIA,RIO,02 - Automobile,ESERO,2013
875,16-303(f),BLACK,No,No,WASHINGTON,No,TOYTOA,4 RUNNER,05 - Light Duty Truck,Citation,2019
876,13-411(a),WHITE,No,No,GERMANTOWN,No,AUDI,4S,02 - Automobile,Warning,2016
877,21-901.1(a),BLACK,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Citation,2015
878,21-309(b),GRAY,No,No,HYATTSVILLE,No,ACURA,4S,02 - Automobile,Citation,2006
879,21-801.1,BLUE,No,No,COLUMBIA,No,HYUNDAI,SONATA,02 - Automobile,Warning,2010
880,21-801.1,BLACK,No,No,POOLESVILLE,No,HONDA,4S,02 - Automobile,Citation,2007
881,21-204(d),GRAY,No,No,UPPER MARLBORO,No,TOYOTA,COROLLA,02 - Automobile,Warning,2016
882,13-401(h),GRAY,No,No,GAITHERSBURG,No,TOYT,4S,02 - Automobile,Warning,2006
883,21-801(a),BLACK,No,No,ROCKVILLE,No,TOYOTA,COROLLA,02 - Automobile,Warning,2015
884,21-801.1,GRAY,No,No,MOUNT AIRY,No,DODGE,SUV,02 - Automobile,Warning,2017
885,21-801.1,SILVER,No,No,GERMANTOWN,No,TOYOTA,CAMRY,02 - Automobile,Warning,2004
886,17-104.2(b2),BLACK,No,No,HYATTSVILLE,No,HONDA,CRX,02 - Automobile,Citation,1991
887,21-201(a1),GRAY,No,No,FREDERICKSBURG,No,NISSAN,SENTRA,02 - Automobile,Warning,2015
888,16-113(h),BLACK,No,No,MONTGOMERY VILLAGE,No,NISSAN,ROGUE,02 - Automobile,Citation,2019
889,16-112(c),GRAY,No,No,SILVER SPRING,No,HOND,4S,02 - Automobile,Warning,2014
890,16-303(c),WHITE,No,No,SILVER SPRING,No,CHEVROLET,SONIC,02 - Automobile,Citation,2014
891,21-201(a1),YELLOW,No,No,BELTSVILLE,No,NISSAN,FRONTIER,05 - Light Duty Truck,Warning,2000
892,21-801.1,BLACK,No,No,RESTON,No,FORD,EXPLORER,02 - Automobile,Warning,2010
893,21-401,BLACK,No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,Citation,2015
894,13-409(b),SILVER,No,No,LAUREL,No,HONDA,SUV,02 - Automobile,Warning,2004
895,21-201(a1),WHITE,No,No,BOWIE,No,VOLKS,2D,02 - Automobile,Citation,2008
896,11-391.41(a),WHITE,Yes,No,TAKOMA PARK,No,FORD,F550,05 - Light Duty Truck,Warning,2016
897,21-801(a),GRAY,No,No,HYATTSVILLE,No,JEEP,CHEROKEE,02 - Automobile,Warning,2014
898,21-202(h1),TAN,No,No,HYATTSVILLE,No,TOYOTA,PRIUS,02 - Automobile,Warning,2005
899,22-219(a),BLACK,No,No,WASHINGTON,No,HYUNDAI,ELANTRA,02 - Automobile,Warning,2013
900,16-303(h),BLACK,No,No,NORTH POTOMAC,No,NISSAN,TK,02 - Automobile,Citation,2009
901,16-303(c),GREEN,No,No,SILVER SPRING,No,HOND,CIVIC,02 - Automobile,Citation,1995
902,16-301(e),GRAY,No,No,SILVER SPRING,No,FORD,4S,02 - Automobile,Citation,2019
903,22-201.1,WHITE,No,No,HYATTSVILLE,No,JEEP,SUV,02 - Automobile,Warning,2007
904,21-801.1,WHITE,No,No,TAKOMA PARK,No,NISSAN,FRONTIER,05 - Light Duty Truck,Citation,1998
905,16-303(d),SILVER,No,No,LAUREL,No,HONDA,4S,02 - Automobile,Citation,2017
906,13-409(b),BLUE,No,No,SILVER SPRING,No,BMW,525I,02 - Automobile,Warning,1990
907,21-314(b),BLACK,No,No,GERMANTOWN,No,MAZDA,TK,02 - Automobile,Citation,2011
908,56*,"BLUE, DARK",No,No,HYATTSVILLE,No,INFINITI,G37,02 - Automobile,ESERO,2008
909,21-202(h1),BLACK,No,No,MONTGOMERY VILLAGE,No,MITSUBISHI,SUV,05 - Light Duty Truck,Warning,2017
910,21-801.1,SILVER,No,No,SILVER SPRING,No,MAZDA,CX-9,02 - Automobile,Citation,2017
911,55*,RED,No,No,SILVER SPRING,No,MAZDA,6,02 - Automobile,ESERO,2005
912,21-801.1,BLACK,No,No,NORTH BETHESDA,No,CHEVROLET,SUBURBAN,02 - Automobile,Citation,2015
913,21-201(a1),WHITE,No,No,SILVER SPRING,No,KIA,SPORTAGE,02 - Automobile,Warning,2016
914,21-707(a),"BLUE, DARK",No,No,ROCKVILLE,No,MAZD,TK,02 - Automobile,Warning,2013
915,13-411(a),BLACK,No,No,GAITHERSBURG,No,MERZ,ML 320 SUV,03 - Station Wagon,Warning,2001
916,17-107(a1),RED,No,No,GERMANTOWN,No,BMW,CONV,02 - Automobile,Citation,2006
917,16-303(c),GOLD,No,No,GAITHERSBURG,No,TOYT,COROLLA,02 - Automobile,Citation,2011
918,21-405(e2I),BLACK,No,No,CHEVY CHASE,No,MERC,BENZ,02 - Automobile,Warning,2010
919,21-801(a),RED,No,No,BETHESDA,No,INFINITI,G37,02 - Automobile,Warning,2012
920,21-707(a),GRAY,No,No,GERMANTOWN,No,JEEP,TK,02 - Automobile,Warning,2018
921,64*,GRAY,No,No,SILVER SPRING,No,TOYOTA,RAV4,02 - Automobile,ESERO,2015
922,13-401(h),SILVER,No,No,HYATTSVILLE,No,TOYOTA,N,02 - Automobile,Citation,2004
923,21-1124.2(d2),WHITE,No,No,POTOMAC,No,MERCEDES,GLS 450,02 - Automobile,Citation,2018
924,16-116(a),BLUE,No,No,N POTOMAC,No,MITSUBISHI,SUV,02 - Automobile,Warning,2017
925,16-101(a1),GREEN,No,No,SILVER SPRING,No,HOND,CIVIC,02 - Automobile,Citation,1995
926,21-301(a),BLACK,No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,Citation,2003
927,21-901.1(b),N/A,No,No,TAKOMA PARK,No,FREIGHTLINER,BOX TRUCK,02 - Automobile,Warning,2018
928,21-201(a1),SILVER,No,No,COLUMBIA,No,ACURA,MDX,02 - Automobile,Warning,2014
929,21-201(a1),SILVER,No,No,SILVER SPRING,No,VOLK,2S,02 - Automobile,Warning,2005
930,21-707(a),WHITE,No,No,SILVER SPRING,No,BMW,4S,02 - Automobile,Warning,2014
931,21-801.1,BLUE,No,No,SILVER SPRING,No,TOYOTA,SCION FRS,02 - Automobile,Warning,2014
932,13-411(e),RED,No,No,CLARKSBURG,No,TOYOTA,TACOMA,02 - Automobile,Warning,2011
933,21-801.1,WHITE,No,No,MONROVIA,No,JEEP,TK,02 - Automobile,Warning,2018
934,22-204(f),SILVER,No,No,SILVER SPRING,No,TOYT,4S,02 - Automobile,Warning,2011
935,16-116(a),RED,No,No,SUGAR LAND,No,HONDA,ACCORD,02 - Automobile,Citation,2016
936,13-410(e2),BLACK,No,No,BOYDS,No,VOLVO,XC90,02 - Automobile,Citation,2007
937,21-801.1,GRAY,No,No,GERMANTOWN,No,HONDA,CIVIC,02 - Automobile,Citation,2010
938,21-902(a1ii),TAN,No,No,SILVER SPRING,No,ACURA,TL,02 - Automobile,Citation,2000
939,21-801.1,GRAY,No,No,POTOMAC,No,MERZ,4S,02 - Automobile,Warning,2018
940,16-112(c),SILVER,No,No,MOUNT RAINIER,No,HYUNDAI,SUV,02 - Automobile,Citation,2007
941,13-411(a),WHITE,No,No,BOWIE,No,BMW,Z4,02 - Automobile,Citation,2007
942,22-412.2(e),TAN,No,No,SILVER SPRING,No,HOND,CIVIC,02 - Automobile,Warning,2008
943,21-801.1,SILVER,No,No,SILVER SPRING,No,HYUN,4S,02 - Automobile,Citation,2015
944,13-409(b),BLUE,No,No,GAITHERSBURG,No,FORD,F150,02 - Automobile,Warning,2016
945,21-901.1(b),BLUE,No,No,WASHINGTON,No,NISSAN,QUEST,02 - Automobile,Citation,2008
946,21-801.1,WHITE,No,No,GERMANTOWN,No,MERZ,4S C300,02 - Automobile,Citation,2014
947,21-801(b),WHITE,No,No,WOODBRIDGE,No,TOYOTA,AVALON,02 - Automobile,Citation,1995
948,13-401(h),SILVER,No,No,SILVER SPRING,No,TOYT,CAMRY,02 - Automobile,Warning,2012
949,21-801.1,YELLOW,No,No,ROCKVILLE,No,CHEV,CAMARO,02 - Automobile,Citation,2014
950,13-411(f),BLACK,No,No,FREDERICK,No,CHEVY,TRUCK,02 - Automobile,Warning,2012
951,20-104(d),RED,No,No,WASHINTON,No,TOYOTA,CAMRY,02 - Automobile,Citation,2014
952,21-405(e2I),BROWN,No,No,UPPER MARLBORO,No,CHEV,IMPALA,02 - Automobile,Warning,2011
953,21-801.1,BLUE,No,No,BETHESDA,No,HOND,2S,02 - Automobile,Warning,2019
954,16-116(a),SILVER,No,No,RIVERDALE,No,NISS,4S,02 - Automobile,Citation,2014
955,16-112(c),WHITE,No,No,WASHINGTON,No,HONDA,ACCORD,02 - Automobile,Citation,2008
956,21-902(a1i),BLACK,No,No,KENSINGTON,No,MAZDA,4D,02 - Automobile,Citation,2010
957,16-101(a1),"BLUE, LIGHT",No,No,NEW CARROLLTON,No,TOYOTA,SIENNA,02 - Automobile,Citation,2008
958,21-1124.2(d2),GRAY,No,No,GERMANTOWN,No,NISSAN,SENTRA,02 - Automobile,Citation,2018
959,22-204(f),SILVER,No,No,SILVER SPRING,No,ACUR,TK,02 - Automobile,Warning,2005
960,21-801.1,WHITE,No,No,HAGERSTOWN,No,TOYOTA,CAMRY,02 - Automobile,Warning,2016
961,21-902(b1i),BLUE,No,No,OLNEY,No,FORD,MUSTANG,02 - Automobile,Citation,2012
962,17-104.2(b1),SILVER,No,No,GAITHERSBURG,No,NISSAN,PATHFINDER,02 - Automobile,Warning,2013
963,21-801.1,WHITE,No,No,SILVER SPRING,No,AUDI,TK,02 - Automobile,Citation,2015
964,21-1124.2(d2),GRAY,No,No,WASHINGTON,No,FORD,MUSTANG,02 - Automobile,Warning,2016
965,16-115(g),SILVER,No,No,POTOMAC,No,BMW,SW,02 - Automobile,Warning,2006
966,13-411(f),BLACK,No,No,DORAL,No,CHRYSLER,300,02 - Automobile,Warning,2008
967,21-801(b),"BLUE, DARK",No,No,WHEATON,No,VOLKSWAGEN,4S,02 - Automobile,Citation,2002
968,13-411(d),WHITE,No,No,BETHESDA,No,LEXUS,GX 460,02 - Automobile,Warning,2018
969,21-801.1,BLACK,No,No,BETHESDA,No,JAGUAR,F PACE,02 - Automobile,Citation,2019
970,13-411(f),WHITE,No,No,GAITHERSBURG,No,HINDA,MINIVAN,02 - Automobile,Citation,2008
971,21-801.1,GRAY,No,No,COLUMBIA,No,DODGE,RAM,02 - Automobile,Warning,2018
972,21-707(a),WHITE,No,No,FULTON,No,MERCEDES,4S,02 - Automobile,Citation,2014
973,21-801.1,WHITE,No,No,ROCKVILLE,No,ACURA,MDX,02 - Automobile,Warning,2017
974,11-393.95(f),WHITE,No,No,ASHLAND,No,CHEV,3500,05 - Light Duty Truck,Warning,2018
975,21-201(a1),BLACK,No,No,CHICAGO,No,JEEP,4D,02 - Automobile,Warning,2015
976,21-707(a),BLACK,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Warning,2016
977,21-801.1,WHITE,No,No,BETHESDA,No,ACURA,MDX,02 - Automobile,Warning,2016
978,21-301(a),RED,No,No,GERMANTOWN,No,TOYOTA,CAMRY,02 - Automobile,Citation,2009
979,21-801(a),RED,No,No,WASHINGTON,No,NISSAN,SENTRA,02 - Automobile,Warning,2015
980,21-801.1,WHITE,No,No,ROCKVILLE,No,MAZDA,3,02 - Automobile,Warning,2010
981,21-801.1,GOLD,No,No,SILVER SPRING,No,BUIC,4S,02 - Automobile,Warning,2000
982,21-801.1,BLACK,No,No,DISTRICT HEIGHTS,No,FORD,TK,02 - Automobile,Citation,2010
983,21-801.1,GRAY,No,No,POTOMAC,No,TOYOTA,COROLLA,02 - Automobile,Warning,2017
984,22-226(a),GRAY,No,No,FORT WASHINGTON,No,TOYOTA,CAMRY,02 - Automobile,Warning,2009
985,21-707(a),WHITE,No,No,WASHINGTON,No,HYUNDAI,GENESIS,02 - Automobile,Citation,2013
986,21-801.1,WHITE,No,No,SEVERN,No,HYUN,4S,02 - Automobile,Citation,2015
987,21-707(a),SILVER,No,No,WASHINGTON,No,HONDA,ODYSSEY,02 - Automobile,Warning,2000
988,21-201(a1),GRAY,No,No,GERMANTOWN,No,NISSAN,PATHFINDER,02 - Automobile,Warning,2016
989,21-801.1,BLACK,No,No,GAITHERSBURG,No,NISSAN,ROGUE,02 - Automobile,Warning,2017
990,13-401(h),WHITE,No,No,SILVER SPRING,No,FORD,TK,02 - Automobile,Citation,2009
991,21-706(a),BROWN,No,No,MONTGOMERY VILLAGE,No,TOYOTA,HIGHLANDER,02 - Automobile,Citation,2018
992,55*,BLUE,No,No,GAITHERSBURG,No,TOYOTA,VENZA,02 - Automobile,ESERO,2011
993,21-903(c),BLACK,No,No,GAITHERSBURG,No,MERCEDES,4S,02 - Automobile,Citation,2000
994,13-411(d),RED,No,No,WOODBINE,No,NISS,TK,02 - Automobile,Warning,2005
995,16-101(a1),SILVER,No,No,TEMPLE HILLS,No,HONDA,4S,02 - Automobile,Citation,1998
996,17-104.2(b1),BRONZE,No,No,GAITHERSBURG,No,TOYOTA,HIGHLANDER,02 - Automobile,Citation,2017
997,17-104.2(b1),BLUE,No,No,MONTGOMERY VILLAGE,No,AUDI,A3,02 - Automobile,Warning,2008
998,13-401(h),MAROON,No,No,TAKOMA PARK,No,TOYOTA,SIENNA,02 - Automobile,Warning,2009
999,13-411(c1),SILVER,No,No,TAKOMA PARK,No,TOYOTA,COROLLA,02 - Automobile,Warning,2003
1000,21-301(a),WHITE,No,No,CLARKSBURG,No,HONDA,HRV,02 - Automobile,Citation,2017
1001,21-801.1,GRAY,No,No,SILVER SPRING,No,HONDA,ODYSSEY,03 - Station Wagon,Warning,2008
1002,21-901.1(a),BLACK,No,No,FREDERICA,No,BMW,4D,02 - Automobile,Citation,2016
1003,21-405(b),"GREEN, LGT",No,No,SILVER SPRING,No,VOLKSWAGON,SUV,02 - Automobile,Citation,2005
1004,21-801.1,BLUE,No,No,ASHTON,No,DODG,CHARGER,02 - Automobile,Warning,2014
1005,21-801.1,BROWN,No,No,SILVER SPRING,No,SUBA,TK,28 - Other,Warning,2013
1006,13-411(f),BLACK,No,No,SILVER SPRING,No,CHEVROLET,CRUZE,02 - Automobile,Citation,2014
1007,13-703(g),BLUE,No,No,SILVER SPRING,No,NISSAN,MAXIMA,02 - Automobile,Citation,2007
1008,21-1124.2(d2),WHITE,No,No,SILVER SPRING,No,ESCAPE,FORD,02 - Automobile,Warning,2017
1009,21-801(b),BLUE,No,No,MIDDLETOWN,No,NISSAN,VERSA,02 - Automobile,Warning,2014
1010,20-105(b),SILVER,No,No,SILVER SPRING,No,ACUR,4S,02 - Automobile,Citation,2006
1011,21-1102(a),"BLUE, LIGHT",No,No,NEW CARROLLTON,No,TOYOTA,SIENNA,02 - Automobile,Citation,2008
1012,13-409(b),GRAY,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Warning,2007
1013,89,WHITE,No,No,SILVER SPRING,No,FORD,E150,05 - Light Duty Truck,ESERO,2006
1014,21-707(a),GRAY,No,No,SILVER SPRING,No,ACURA,RDX,02 - Automobile,Warning,2013
1015,21-801.1,BLUE,No,No,BALTIMORE,No,NISSAN,VERSA,02 - Automobile,Warning,2011
1016,21-801.1,GRAY,No,No,CROWNSVILLE,No,AUDI,4S,02 - Automobile,Warning,2018
1017,21-801.1,GRAY,No,No,RIVERDALE,No,VW,TOUAREG,08 - Recreational Vehicle,Citation,2008
1018,16-101(a1),BLACK,No,No,BETHESDA,No,AUDI,A4,02 - Automobile,Citation,2011
1019,21-801.1,BLUE,No,No,FREDERICK,No,FORD,EDGE,02 - Automobile,Citation,2008
1020,13-411(f),WHITE,No,No,SILVER SPRING,No,CADILLAC,CTS,02 - Automobile,Warning,2003
1021,21-801.1,RED,No,No,GAITHERSBURG,No,BUICK,LACROSSE,02 - Automobile,Warning,2015
1022,21-201(a1),BLACK,No,No,ALEXANDRIA,No,HONDA,4D,02 - Automobile,Citation,2013
1023,21-801.1,GRAY,No,No,HYATTSVILLE,No,TOYT,4S,02 - Automobile,Citation,2014
1024,21-201(a1),WHITE,No,No,WASHINGTON,No,NISS,4H,02 - Automobile,Warning,2016
1025,13-411(c1),BLACK,No,No,UNIVERSITY PARK,No,DODGE,CHARGER,02 - Automobile,Warning,2018
1026,21-801.1,SILVER,No,No,FAIRFAX,No,KIA,SEDONA,02 - Automobile,Citation,2012
1027,21-401,SILVER,No,No,ROCKVILLE,No,TOYT,TUNDRA,02 - Automobile,Citation,2013
1028,61,BLACK,No,No,GERMANTOWN,No,MERZ,4 DOOR,02 - Automobile,ESERO,2011
1029,13-410(e2),BEIGE,No,No,ROCKVILLE,No,TOYT,COROLLA,02 - Automobile,Warning,2018
1030,13-410(e2),SILVER,No,No,SILVER SPRING,No,TOYT,4S,02 - Automobile,Warning,2015
1031,21-801.1,BLUE,No,No,OLNEY,No,VOLK,4S,02 - Automobile,Warning,2015
1032,13-401(h),BLUE,No,No,ROCKVILLE,No,HONDA,CIVIC,02 - Automobile,Warning,1996
1033,21-801.1,GRAY,No,No,GAITHERSBURG,No,DODGE,DURANGO,02 - Automobile,Warning,2015
1034,16-105(b1),GOLD,No,No,CLARKSBURG,No,CADI,4S,02 - Automobile,Citation,1995
