,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,vehicle_type,violation_type,year
1795,21-901.1(b),SILVER,No,No,DUNDALK,No,INFI,4D,02 - Automobile,Citation,2012
1796,21-801(b),BLUE,Yes,No,BETHESDA,No,NISS,SENTRA,02 - Automobile,Warning,2009
1797,22-219(a),WHITE,No,No,WHEATON,No,TOYOTA,CAMRY,02 - Automobile,Warning,2007
1798,23-104,WHITE,No,No,SILVER SPRING,No,FORD,EXPRESS,02 - Automobile,Warning,2011
1799,16-303(d),RED,No,No,SILVER SPRING,No,HOND,VN,02 - Automobile,Citation,2005
1800,13-401(h),SILVER,No,No,GAITHERSBURG,No,HONDA,ACCORD,02 - Automobile,Citation,2012
1801,21-801.1,BLUE,No,No,AITHERSBURG,No,MERC,GRAND MARQUIS,02 - Automobile,Citation,2004
1802,21-309(b),BLUE,No,No,BURTONSVILLE,No,HONDA,CIVIC,02 - Automobile,Warning,2009
1803,22-412.3(b),BLUE,No,No,SILVER SPRING,No,HYUNDAI,2S,02 - Automobile,Citation,2004
1804,21-901.1(b),RED,No,No,RIVERDALE,No,TOYT,4S,02 - Automobile,Citation,2018
1805,16-112(c),BLACK,No,No,MONTGOMERY VILLAGE,No,MITSUBISHI,SUV,05 - Light Duty Truck,Warning,2017
1806,21-309(b),RED,No,No,SILVER SPRING,No,NISS,TK,02 - Automobile,Warning,2013
1807,16-112(c),BLACK,No,No,WASHINGTON,No,CHEV,BOLT EV,02 - Automobile,Citation,2018
1808,21-201(a1),SILVER,No,No,SILVER SPRING,No,TOYOTA,VENZA,02 - Automobile,Warning,2014
1809,21-801.1,BLACK,No,No,DAMASCUS,No,HYUNDAI,SONATA,02 - Automobile,Citation,2006
1810,21-309(b),GRAY,No,No,SILVER SPRING,No,FORD,EXPLORER,02 - Automobile,Warning,2015
1811,21-801.1,MAROON,No,No,BETHESDA,No,FORD,EDGE,02 - Automobile,Warning,2017
1812,21-301(a),SILVER,No,No,DUNKIRK,No,LEXUS,GX470,02 - Automobile,Citation,2009
1813,11-390.21,BLUE,No,No,HYATTSVILLE,No,FORD,TK,05 - Light Duty Truck,Warning,1987
1814,21-801(a),WHITE,No,No,ALTADENA,No,MERCEDES,C 300,02 - Automobile,Warning,2015
1815,16-303(c),"BLUE, DARK",Yes,No,GAITHERSBURG,No,TOYOTA,CAMRY,02 - Automobile,Citation,2002
1816,22-412.3(b),GRAY,No,No,GERMANTOWN,No,NISSAN,SENTRA,02 - Automobile,Warning,2018
1817,13-401(b1),BLACK,Yes,No,ROCKVILLE,No,HD,MC,01 - Motorcycle,Citation,1989
1818,21-314(b),RED,No,No,ROCKVILLE,No,TOYOTA,TACOMA,02 - Automobile,Citation,2016
1819,13-409(b),MAROON,Yes,No,SILVER SPRING,No,DODGE,GRAND CARAVAN,02 - Automobile,Warning,2018
1820,21-309(d),SILVER,No,No,SILVER SPRING,No,NISSAN,MURANO,02 - Automobile,Warning,2017
1821,21-801(a),MAROON,No,No,BETHESDA,No,FORD,EDGE,02 - Automobile,Warning,2017
1822,13-409(b),BLACK,No,No,POTOMAC,No,MERZ,S550,02 - Automobile,Citation,2015
1823,13-411(d),SILVER,No,No,POTOMAC,No,HONDA,CIVIC,02 - Automobile,Citation,2008
1824,16-116(a),"GREEN, LGT",No,No,MONTGOMERY VILLAGE,No,ACURA,MDX,02 - Automobile,Citation,2005
1825,13-409(b),SILVER,No,No,FAIRFAX,No,KIA,SEDONA,02 - Automobile,Warning,2012
1826,16-104.1(c),GRAY,No,No,SILVER SPRING,No,GEEL,MC,01 - Motorcycle,Citation,2017
1827,21-801.1,GRAY,No,No,BALTIMORE,No,VOLVO,4S,02 - Automobile,Citation,2012
1828,16-303(c),GRAY,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Citation,2012
1829,21-314(b),BLUE,No,No,GERMANTOWN,No,HYUNDAI,4S,02 - Automobile,Citation,2016
1830,17-104.2(b1),BLUE,No,No,GAITHERSBURG,No,BMW,328I,02 - Automobile,Warning,2011
1831,16-303(f),BLACK,No,No,VERONA,No,BMW,330XI,02 - Automobile,Citation,2003
1832,21-801.1,RED,No,No,UPPER MARLBORO,No,MAZD,4S,02 - Automobile,Citation,2015
1833,61*,SILVER,No,No,TAKOMA PARK,No,HOND,4S,02 - Automobile,ESERO,2001
1834,21-801.1,BLUE,No,No,STERLING,No,JEEP,COMPASS,02 - Automobile,Citation,2018
1835,21-801.1,SILVER,Yes,No,SILVER SPRING,No,BUICK,TERRAZA VAN,28 - Other,Citation,2006
1836,22-209(b),BLACK,No,No,CLINTON,No,ISU,TK,02 - Automobile,Warning,1998
1837,21-309(b),N/A,No,No,TAKOMA PARK,No,FREIGHTLINER,BOX TRUCK,02 - Automobile,Citation,2018
1838,13-409(b),GRAY,No,No,SILVER SPRING,No,GEEL,MC,01 - Motorcycle,Citation,2017
1839,21-902(a1ii),BLACK,No,No,GAITHERSBURG,No,KIA,STINGER,02 - Automobile,Citation,2018
1840,21-1124.2(d2),SILVER,No,No,FREDERICK,No,TOYT,TK,02 - Automobile,Warning,2003
1841,21-309(d),WHITE,No,No,GERMANTOWN,No,AUDI,4S,02 - Automobile,Warning,2016
1842,13-411(d),GOLD,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Warning,2009
1843,21-801.1,BLUE,No,No,GERMANTOWN,No,TOYOTA,COROLLA,02 - Automobile,Citation,2007
1844,21-201(a1),RED,No,No,WASHINGTON,No,NISSAN,SENTRA,02 - Automobile,Warning,2010
1845,13-409(b),BLACK,No,No,ARLINGTON,No,HONDA,CRV,02 - Automobile,Warning,2009
1846,21-901.1(b),GRAY,No,No,HYATTSVILLE,No,INFINITI,4D,02 - Automobile,Citation,2009
1847,21-801.1,GRAY,No,No,NORTH BRENTWOOD,No,TOYOTA,RAV4,02 - Automobile,Warning,2015
1848,16-101(a1),BLACK,No,No,ADELPHI,No,CHEVROLET,MONTE CARLO,02 - Automobile,Citation,2003
1849,21-201(a1),GREEN,Yes,No,GAITHERSBURG,No,AUTOCAR,TRASH TRUCK,06 - Heavy Duty Truck,Warning,2018
1850,11-390.21,WHITE,No,No,ROCKVILLE,No,FORD,TK,05 - Light Duty Truck,Warning,2018
1851,21-801(b),BLACK,No,No,SILVER SPRING,No,SUBARU,LEGACY,02 - Automobile,Citation,2019
1852,21-902(b1i),GOLD,No,No,GERMANTOWN,No,TOYOTA,SIENNA,01 - Motorcycle,Citation,2005
1853,21-801.1,BLACK,No,No,POTOMAC,No,AUDI,A7,02 - Automobile,Warning,2013
1854,11-172.50(0a),WHITE,Yes,No,ALEXANDRIA,No,FRHT,TT,20 - Commercial Rig,Warning,2010
1855,21-309(d),BLACK,No,No,NORTH POTOMAC,No,INFI,TK,02 - Automobile,Warning,2017
1856,21-801.1,RED,Yes,No,GAITHERSBURG,No,KIA,SPORTAGE,02 - Automobile,Warning,2020
1857,21-801.1,GOLD,No,No,AMBLER,No,BMW,328XI,02 - Automobile,Warning,2008
1858,21-201(a1),SILVER,No,No,TAKOMA PARK,No,TOYOTA,4D,02 - Automobile,Warning,2015
1859,21-801.1,WHITE,No,No,BELTSVILLE,No,TOYT,SIENNA,02 - Automobile,Warning,2017
1860,21-801.1,WHITE,No,No,UPPER MARLBORO,No,CHEVROLET,VAN,28 - Other,Warning,2008
1861,21-801.1,ORANGE,No,No,GAITHERSBURG,No,TOYT,TC,02 - Automobile,Warning,2015
1862,22-209(b),GRAY,No,No,KENSINGTON,No,FORD,ESCAPE,02 - Automobile,Warning,2005
1863,23-109(i),WHITE,No,No,MOUNT AIRY,No,CHEVY,SILVERADO,05 - Light Duty Truck,Warning,2019
1864,21-801.1,WHITE,No,No,NORTH POTOMAC,No,JEEP,SUV,02 - Automobile,Warning,2015
1865,21-801.1,"BLUE, DARK",No,No,SILVER SPRING,No,MAZD,CX5 SUV,03 - Station Wagon,Citation,2015
1866,21-801(b),WHITE,No,No,MCLEAN,No,JEEP,GRAND CHEROKEE,02 - Automobile,Warning,2015
1867,13-409(b),BLACK,No,No,GAITHERSBURG,No,BUICK,TK,02 - Automobile,Citation,2012
1868,21-801.1,SILVER,Yes,No,MONROVIA,No,KIA,4S,02 - Automobile,Warning,2010
1869,21-801.1,GRAY,No,No,GAITHERSBURG,No,SUBA,SDN,02 - Automobile,Warning,2018
1870,21-801(b),"BLUE, DARK",No,No,GREENBELT,No,TOYT,4S,02 - Automobile,Citation,2013
1871,22-203(b),GRAY,No,No,HYATTSVILLE,No,TOYT,4H,02 - Automobile,Warning,2012
1872,64*,BLACK,No,No,BETHESDA,No,TOYOTA,RAV4,02 - Automobile,ESERO,2014
1873,20-105(a),SILVER,No,No,SILVER SPRING,No,HONDA,ODYSSEY,02 - Automobile,Citation,2016
1874,13-401(h),GRAY,No,No,SILVER SPRING,No,FORD,FOCUS,02 - Automobile,Citation,2016
1875,21-202(h1),SILVER,No,No,SUMMERFIELD,No,NISSAN,SENTRA,02 - Automobile,Warning,2016
1876,21-103(a),BLACK,No,No,BOYDS,No,TOYOTA,SUV,02 - Automobile,Warning,2018
1877,21-801.1,"GREEN, DK",No,No,CHEVY CHASE,No,TOYOTA,RAV4,02 - Automobile,Warning,2002
1878,13-411(d),WHITE,No,No,LEESBURG,No,FORD,F350,05 - Light Duty Truck,Warning,2011
1879,21-201(a1),WHITE,No,No,RIVERDALE,No,FORD,TK,02 - Automobile,Warning,2009
1880,21-801.1,SILVER,No,No,SILVER SPRING,No,MITS,4S,02 - Automobile,Citation,2006
1881,21-404(b),BLUE,No,No,ROCKVILLE,No,HONDA,ELEMENT,02 - Automobile,Citation,2003
1882,21-801(b),BLACK,No,No,MONTGOMERY VILLAGE,No,FORD,TRUCK,02 - Automobile,Citation,2003
1883,21-201(a1),N/A,No,No,SILVER SPRING,No,HOND,4S ACCORD,02 - Automobile,Warning,2012
1884,21-801.1,SILVER,No,No,GERMANTOWN,No,TOYOTA,CAMRY,02 - Automobile,Citation,2011
1885,22-227(b),BLUE,No,No,GAITHERSBURG,No,SUBARU,IMPREZA,02 - Automobile,Warning,2015
1886,21-309(b),WHITE,No,No,DAYTON,No,GMC,VN,02 - Automobile,Warning,2016
1887,21-801.1,GRAY,No,No,BALTIMORE,No,HONDA,FIT,02 - Automobile,Warning,2016
1888,21-801.1,BLUE,No,No,MONTGOMERY VILLAGE,No,MAZD,SU,05 - Light Duty Truck,Citation,2016
1889,21-801.1,RED,No,No,UNION BRIDGE,No,TOYOTA,HIGHLANDER,02 - Automobile,Citation,2005
1890,16-112(c),WHITE,No,No,POTOMAC,No,HONDA,ACCORD 4D,02 - Automobile,Warning,2016
1891,21-801.1,GRAY,No,No,GERMANTOWN,No,NISSAN,MAXIMA,02 - Automobile,Citation,2017
1892,21-801.1,WHITE,No,No,POOLESVILLE,No,TOYT,TK,05 - Light Duty Truck,Citation,2018
1893,21-801.1,GRAY,No,No,IRVINE,No,KIA,TK,02 - Automobile,Warning,2015
1894,21-801.1,RED,No,No,SILVER SPRING,No,SUBARU,WRX,02 - Automobile,Warning,2006
1895,21-801(a),BLUE,No,No,OLNEY,No,VOLK,4S,02 - Automobile,Warning,2015
1896,21-801.1,BLUE,No,No,SILVER SPRING,No,JEEP,WRANGLER,28 - Other,Warning,2017
1897,21-801.1,WHITE,No,No,POTOMAC,No,LEXS,TK,02 - Automobile,Warning,2018
1898,21-707(a),BLACK,No,No,GAITHERSBURG,No,TOYT,CAMRY,02 - Automobile,Warning,2009
1899,21-1104(c3),BLACK,No,No,GREENBELT,No,HONDA,ACCORD,02 - Automobile,Citation,2010
1900,13-409(b),BLACK,No,No,SILVER SPRING,No,TOYOTA,COROLLA,02 - Automobile,Warning,2010
1901,16-112(c),BLACK,No,No,SILVER SPRING,No,TOYOTA,4DR,02 - Automobile,Citation,2018
1902,13-411(a),BLUE,No,No,DERWOOD,No,HOND,VN,02 - Automobile,Warning,2012
1903,13-401(h),GREEN,No,No,ROCKVILLE,No,CHEV,SUBURBAN,02 - Automobile,Warning,2003
1904,55*,BLACK,No,No,ROCKVILLE,No,ACURA,2S,02 - Automobile,ESERO,2005
1905,21-401,BLACK,No,No,BURTONSVILLE,No,BMW,4S,02 - Automobile,Citation,2014
1906,21-801.1,"BLUE, DARK",No,No,ASHTON,No,BMW,750,02 - Automobile,Warning,2008
1907,21-201(a1),BLUE,No,No,SILVER SPRING,No,VW,JETTA,02 - Automobile,Warning,2009
1908,21-801.1,MAROON,No,No,GREENBELT,No,FORD,EXPLORER,02 - Automobile,Warning,2001
1909,21-309(d),"BLUE, DARK",No,No,MONTGOMERY VILLAGE,No,TOYOTA,COROLLA,02 - Automobile,Warning,2015
1910,21-1003(aa),GRAY,No,No,TAKOMA PARK,No,TOYOTA,COROLLA,02 - Automobile,Citation,2009
1911,21-801.1,RED,No,No,ADELPHI,No,TOYT,4S,02 - Automobile,Warning,2005
1912,21-801.1,SILVER,No,No,COLUMBIA,No,SUBARU,SW,02 - Automobile,Citation,2008
1913,17-104.2(b1),GOLD,No,No,BOWIE,No,TOYT,4S CAMRY,02 - Automobile,Warning,2008
1914,21-801.1,SILVER,No,No,SILVER SPRING,No,CHRY,VN,02 - Automobile,Citation,2015
1915,16-303(f),SILVER,No,No,NEW YORK,No,NISSAN,ROGUE,02 - Automobile,Citation,2019
1916,21-902(b1i),BLACK,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Citation,2015
1917,21-801(a),BLACK,No,No,GAITHERSBURG,No,AUDI,4S,02 - Automobile,Citation,2008
1918,13-411(a),BLACK,No,No,POTOMAC,No,HYUN,ELANTRA,02 - Automobile,Warning,2018
1919,16-112(c),WHITE,No,No,SILVER SPRING,No,FORD,FUSION,02 - Automobile,Citation,2019
1920,21-1120(a),SILVER,No,No,POTOMAC,No,HONDA,ODYSSEY,02 - Automobile,Warning,2008
1921,21-707(a),GOLD,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Citation,2009
1922,21-801.1,BLACK,No,No,BETHESDA,No,PORSHE,2 DOOR,02 - Automobile,Citation,2013
1923,21-801(a),BLACK,No,No,BALTIMORE,No,MERCEDES,C280,02 - Automobile,Warning,2006
1924,21-801.1,WHITE,No,No,CLARKSVILLE,No,MERCEDES BENZ,GL450,02 - Automobile,Warning,2014
1925,21-1124.1(b),SILVER,No,No,SILVER SPRING,No,SUBA,SU,02 - Automobile,Warning,2011
1926,21-801.1,WHITE,No,No,WINDSOR MILL,No,CHRYSLER,200,02 - Automobile,Citation,2015
1927,22-204(f),SILVER,No,No,GAITHERSBURG,No,TOYOTA,4S,02 - Automobile,Warning,2011
1928,22-226(a),BEIGE,No,No,GAITHERSBURG,No,NISS,4S,02 - Automobile,Warning,2006
1929,21-801.1,GRAY,No,No,WASHINGTON,No,VW,TOUAREG,02 - Automobile,Warning,2016
1930,56*,BLACK,No,No,OCEAN VIEW,No,BIG TEX,TRAILER,02 - Automobile,ESERO,2001
1931,21-801.1,RED,No,No,GERMANTOWN,No,TOYOTA,CAMRY,02 - Automobile,Citation,2009
1932,17-104.2(b1),BROWN,No,No,SANDY SPRING,No,OLDSMOBILE,BRAVADA,02 - Automobile,Warning,1998
1933,21-801.1,BLACK,No,No,SILVER SPRING,No,NISSAN,VERSA,02 - Automobile,Citation,2007
1934,21-801(a),SILVER,No,No,SILVER SPRING,No,NISSAN,370Z,02 - Automobile,Warning,2014
1935,21-307(c),GRAY,No,No,DICKERSON,No,TOYT,4S,02 - Automobile,Citation,2008
1936,11-393.10(0b),WHITE,No,No,SILVER SPRING,No,FORD,TK,05 - Light Duty Truck,Warning,1996
1937,13-409(b),"BLUE, DARK",No,No,LANHAM,No,HONDA,ACCORD,02 - Automobile,Warning,2003
1938,21-902(a1ii),SILVER,No,No,SILVER SPRING,No,HOND,TK,02 - Automobile,Citation,2017
1939,21-801.1,SILVER,No,No,POTOMAC,No,HONDA,ODYSSEY,02 - Automobile,Warning,2007
1940,22-406(i1),BLACK,No,No,SILVER SPRING,No,NISS,4S SENTRA,02 - Automobile,Citation,2015
1941,64*,GRAY,No,No,SILVER SPRING,No,CHRY,SW,02 - Automobile,ESERO,2008
1942,64*,GRAY,No,No,GERMANTOWN,No,TOYOTA,MATRIX,02 - Automobile,ESERO,2003
1943,13-409(b),BLACK,No,No,SILVER SPRING,No,NISSAN,SENTRA,02 - Automobile,Warning,2011
1944,21-801.1,BLUE,No,No,GERMANTOWN,No,TESLA,MODEL S,02 - Automobile,Warning,2016
1945,21-801(b),BLACK,No,No,BURTONSVILLE,No,CHEVROLET,SUBURBAN,02 - Automobile,Citation,2003
1946,21-801.1,GRAY,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Citation,2018
1947,11-393.95(a),WHITE,No,No,SILVER SPRING,No,FORD,TK,05 - Light Duty Truck,Warning,2006
1948,21-201(a1),SILVER,No,No,GAITHERSBURG,No,HYUNDAI,4D,02 - Automobile,Citation,2019
1949,21-1124.2(d2),GRAY,No,No,GERMANTOWN,No,HYUNDAI,ELANTRA,02 - Automobile,Warning,2011
1950,21-201(a1),"BLUE, DARK",No,No,BETHESDA,No,BMW,4S,02 - Automobile,Warning,2019
1951,16-104.1(c),GOLD,No,No,SILVER SPRING,No,YAMA,MC,01 - Motorcycle,Citation,2005
1952,16-303(d),BLUE,No,No,HYATTSVILLE,No,HONDA,CIVIC,02 - Automobile,Citation,2014
1953,21-801.1,RED,No,No,BETHESDA,No,BMW,X3,02 - Automobile,Warning,2016
1954,21-201(a1),SILVER,No,No,BETHESDA,No,VOLK,TK,02 - Automobile,Warning,2017
1955,16-303(c),SILVER,No,No,RIVERDALE,No,NISS,4S,02 - Automobile,Citation,2014
1956,21-801.1,BLACK,No,No,BETHESDA,No,PORS,2S,02 - Automobile,Citation,2017
1957,21-801.1,WHITE,No,No,TAKOMA PARK,No,FORD,FOCUS,28 - Other,Warning,2005
1958,21-204(b),WHITE,No,No,BOWIE,No,VOLKS,2D,02 - Automobile,Citation,2008
1959,21-503(c),N/A,No,No,ARLINGTON,No,NONE,NONE,29 - Unknown,Warning,
1960,22-227(b),SILVER,No,No,GAITHERSBURG,No,NISSAN,ALTIMA,02 - Automobile,Warning,2001
1961,16-112(c),BLACK,No,No,GAITHERSBURG,No,HYUN,4S,02 - Automobile,Warning,2009
1962,21-801.1,RED,No,No,SILVER SPRING,No,CHEV,CRUZE 4DR,02 - Automobile,Citation,2016
1963,21-801.1,SILVER,No,No,KENSINGTON,No,LEXUS,RX450,02 - Automobile,Warning,2015
1964,55*,BLACK,No,No,ROCKVILLE,No,TOYOTA,SIENNA,02 - Automobile,ESERO,2015
1965,21-405(e2I),GREEN,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Warning,2002
1966,13-411(g),TAN,No,No,ROCKVILLE,No,JEEP,CHEROKEE,02 - Automobile,Citation,1997
1967,21-504(a),SILVER,No,No,NORTH POTOMAC,No,VOLK,SUV,02 - Automobile,Warning,2011
1968,13-409(b),GREEN,No,No,HYATTSVILLE,No,HONDA,4S,02 - Automobile,Citation,2001
1969,22-412.3(b),WHITE,No,No,HYATTSVILLE,No,FORD,VAN,02 - Automobile,Warning,2007
1970,21-801.1,BLUE,No,No,ADELPHI,No,HOND,PILOT,02 - Automobile,Warning,2012
1971,21-309(d),BLACK,No,No,LAUREL,No,CHEVROLET,SUBURBAN,02 - Automobile,Warning,2017
1972,13-411(f),BLACK,No,No,ROCKVILLE,No,TOYO,CAMRY,02 - Automobile,Warning,2014
1973,13-401(h),BLUE,No,No,DAMASCUS,No,TOYT,TK,02 - Automobile,Citation,2007
1974,21-801.1,SILVER,No,No,ALEXANDRIA,No,HONDA,CRV,02 - Automobile,Citation,2018
1975,11-393.95(f),BLUE,No,No,HYATTSVILLE,No,FORD,TK,05 - Light Duty Truck,Warning,1987
1976,21-405(e2I),SILVER,No,No,FORT WASHINGTON,No,CHEVY,EQUINOX,02 - Automobile,Warning,2005
1977,21-901.1(b),BLUE,No,No,GAITHERSBURG,No,HONDA,CIVIC,02 - Automobile,Citation,2009
1978,22-226(a),WHITE,No,No,ROCKVILLE,No,NISS,4S,02 - Automobile,Warning,2014
1979,21-801.1,BLACK,No,No,BOYDS,No,MERZ,E350,02 - Automobile,Citation,2008
1980,21-707(a),WHITE,No,No,GREENBELT,No,CHRY,4S,02 - Automobile,Warning,2015
1981,21-201(a1),BLACK,No,No,GERMANTOWN,No,HOND,4S,02 - Automobile,Warning,2018
1982,21-801.1,MAROON,No,No,SILVER SPRING,No,YAMAHA,R6,01 - Motorcycle,Warning,2007
1983,22-412.2(e),BLACK,No,No,SILVER SPRING,No,TOYOTA,RAV4,02 - Automobile,Warning,2010
1984,64*,GRAY,No,No,SILVER SPRING,No,DODGE,DURANGO,02 - Automobile,ESERO,2018
1985,21-201(a1),GRAY,No,No,MOUNT AIRY,No,JEEP,LIBERTY,02 - Automobile,Citation,2012
1986,23-104,SILVER,No,No,NORTH POTOMAC,No,KIA,FORTE,02 - Automobile,Warning,2014
1987,22-406(i1),WHITE,No,No,LAYTONSVILLE,No,VW,JETTA,02 - Automobile,Warning,2015
1988,21-801.1,GRAY,No,No,SILVER SPRING,No,DODGE,JOURNEY,02 - Automobile,Citation,2016
1989,21-801.1,RED,No,No,MONTGOMERY VILLAGE,No,NISS,ROGUE,03 - Station Wagon,Citation,2018
1990,21-801.1,SILVER,No,No,HYATTSVILLE,No,HONDA,VAN,02 - Automobile,Warning,2002
1991,21-901.1(b),BLACK,No,No,ALEXANDRIA,No,HONDA,4D,02 - Automobile,Citation,2013
1992,21-1129,GOLD,No,No,ROCKVILLE,No,TOYOTA,CAMRY,02 - Automobile,Warning,2009
1993,21-902(a1i),"GREEN, LGT",No,No,SILVER SPRING,No,VOLKSWAGON,SUV,02 - Automobile,Citation,2005
1994,21-801(b),RED,Yes,No,WASHINGTON,No,NWFL,BUS,10 - Transit Bus,Warning,2010
1995,21-204(b),BLACK,No,No,BROOKLYN,No,DODGE,RAM,02 - Automobile,Warning,2019
1996,21-801(b),GRAY,No,No,POTOMAC,No,FORD,FUSION,02 - Automobile,Citation,2019
1997,21-801.1,WHITE,Yes,No,SILVER SPRING,No,HONDA,PILOT,03 - Station Wagon,Warning,2014
1998,16-101(a1),"BLUE, DARK",Yes,No,GAITHERSBURG,No,TOYOTA,CAMRY,02 - Automobile,Citation,2002
1999,17-104.2(b1),BLUE,No,No,ASHTON,No,DODG,CHARGER,02 - Automobile,Warning,2014
